id,token,bio_tag
2.0,as,I-SECTION
2.0,"plaintiffs,",I-SECTION
2.0,instituted,I-SECTION
2.0,a,I-SECTION
2.0,title,I-SECTION
2.0,suit,I-SECTION
2.0,against,I-SECTION
2.0,the,I-SECTION
2.0,present,I-SECTION
2.0,opposite,I-SECTION
2.0,parties,I-SECTION
2.0,and,I-SECTION
2.0,one,I-SECTION
2.0,Sri,I-SECTION
2.0,Panchal,I-SECTION
2.0,Bordoloi,I-SECTION
2.0,which,I-SECTION
2.0,was,I-SECTION
2.0,registered,I-SECTION
2.0,as,I-SECTION
2.0,Title,I-SECTION
2.0,Suit,I-SECTION
2.0,No.,I-SECTION
2.0,9/2002,I-SECTION
2.0,in,I-SECTION
2.0,the,I-SECTION
2.0,Court,I-SECTION
2.0,of,I-SECTION
2.0,Civil,I-SECTION
2.0,Judge,B-DESIGNATION
2.0,(Junior,B-SECTION
2.0,Division),I-SECTION
2.0,"No.2,",I-SECTION
2.0,Morigaon,I-SECTION
2.0,for,I-SECTION
2.0,declaration,I-SECTION
2.0,of,I-SECTION
2.0,"right,",I-SECTION
2.0,title,I-SECTION
2.0,and,I-SECTION
2.0,interest,I-SECTION
2.0,in,I-SECTION
2.0,respect,I-SECTION
2.0,of,I-SECTION
2.0,the,I-SECTION
2.0,suit,I-SECTION
2.0,land,I-SECTION
2.0,described,I-SECTION
2.0,in,I-SECTION
2.0,Schedule,I-SECTION
2.0,A,I-SECTION
2.0,of,I-SECTION
2.0,the,I-SECTION
2.0,"plaint,",I-SECTION
2.0,and,I-SECTION
2.0,for,I-SECTION
2.0,khas,I-SECTION
2.0,possession,I-SECTION
2.0,of,I-SECTION
2.0,the,I-SECTION
2.0,suit,I-SECTION
2.0,land,I-SECTION
2.0,by,I-SECTION
2.0,evicting,I-SECTION
2.0,the,I-SECTION
2.0,principal,I-SECTION
2.0,defendants,I-SECTION
2.0,along,I-SECTION
2.0,with,I-SECTION
2.0,other,I-SECTION
2.0,members,I-SECTION
2.0,of,I-SECTION
2.0,their,I-SECTION
2.0,families,I-SECTION
2.0,etc.,I-SECTION
,,O
3.0,Sri,O
3.0,"Roy,",O
3.0,learned,B-PERSON
3.0,counsel,I-PERSON
3.0,for,O
3.0,the,O
3.0,petitioner,B-DESIGNATION
3.0,submitted,O
3.0,that,O
3.0,the,O
3.0,respondent/defendant,O
3.0,"No.4,",O
3.0,M/s,B-ORGANIZATION
3.0,Ganesh,I-ORGANIZATION
3.0,Plantations,I-ORGANIZATION
3.0,Pvt.,I-ORGANIZATION
3.0,Ltd,I-ORGANIZATION
3.0,had,O
3.0,already,O
3.0,appeared,O
3.0,in,O
3.0,the,O
3.0,suit,O
3.0,through,O
3.0,a,O
3.0,lawyer,O
3.0,and,O
3.0,no,O
3.0,written,B-DOCUMENT
3.0,statement,I-DOCUMENT
3.0,was,O
3.0,"filed,",O
3.0,despite,O
3.0,taking,O
3.0,adjournments.,O
3.0,"Suddenly,",O
3.0,after,O
3.0,more,O
3.0,than,O
3.0,four,O
3.0,years,O
3.0,of,O
3.0,filing,O
3.0,of,O
3.0,the,O
3.0,"suit,",O
3.0,the,O
3.0,respondent,B-DESIGNATION
3.0,No.10(not,O
3.0,a,O
3.0,party,O
3.0,in,O
3.0,the,O
3.0,suit),O
3.0,filed,O
3.0,a,O
3.0,petition,B-DOCUMENT
3.0,under,O
3.0,Section,B-SECTION
3.0,151,I-SECTION
3.0,of,I-SECTION
3.0,the,I-SECTION
3.0,Code,I-SECTION
3.0,of,I-SECTION
3.0,Civil,I-SECTION
3.0,Procedure,I-SECTION
3.0,representing,I-SECTION
3.0,himself,I-SECTION
3.0,as,I-SECTION
3.0,the,I-SECTION
3.0,Director-cum-Executive,I-SECTION
3.0,Officer,I-SECTION
3.0,of,I-SECTION
3.0,defendant,I-SECTION
3.0,No.4,I-SECTION
3.0,and,I-SECTION
3.0,prayed,I-SECTION
3.0,for,I-SECTION
3.0,allowing,I-SECTION
3.0,the,I-SECTION
3.0,said,I-SECTION
3.0,defendant,I-SECTION
3.0,to,I-SECTION
3.0,submit,I-SECTION
3.0,their,I-SECTION
3.0,written,I-SECTION
3.0,statement,I-SECTION
3.0,and,I-SECTION
3.0,to,I-SECTION
3.0,contest,I-SECTION
3.0,the,I-SECTION
3.0,suit.,I-SECTION
3.0,According,I-SECTION
3.0,to,I-SECTION
3.0,the,I-SECTION
3.0,learned,I-SECTION
3.0,"counsel,",I-SECTION
3.0,the,I-SECTION
3.0,respondent,B-DESIGNATION
3.0,No.10,B-SECTION
3.0,was,I-SECTION
3.0,not,I-SECTION
3.0,impleaded,I-SECTION
3.0,in,I-SECTION
3.0,the,I-SECTION
3.0,suit,I-SECTION
3.0,by,I-SECTION
3.0,name,I-SECTION
3.0,nor,I-SECTION
3.0,he,I-SECTION
3.0,had,I-SECTION
3.0,authority,I-SECTION
3.0,to,I-SECTION
3.0,file,I-SECTION
3.0,the,I-SECTION
3.0,objection,I-SECTION
3.0,since,I-SECTION
3.0,the,I-SECTION
3.0,defendant,I-SECTION
3.0,No.4,I-SECTION
3.0,was,I-SECTION
3.0,already,I-SECTION
3.0,represented,I-SECTION
3.0,by,I-SECTION
3.0,its,I-SECTION
3.0,Director.,I-SECTION
,,O
4.0,The,B-ORGANIZATION
4.0,Bodoland,B-ORGANIZATION
4.0,Territorial,I-ORGANIZATION
4.0,Council,I-ORGANIZATION
4.0,(for,O
4.0,short,O
4.0,hereafter,O
4.0,referred,O
4.0,to,O
4.0,as,O
4.0,the,O
4.0,Council),O
4.0,by,O
4.0,the,O
4.0,instant,O
4.0,application,B-DOCUMENT
4.0,seeks,O
4.0,a,O
4.0,review,O
4.0,of,O
4.0,the,O
4.0,order,B-DOCUMENT
4.0,dated,O
4.0,"20.09.2002,",B-DATE
4.0,passed,O
4.0,by,O
4.0,this,O
4.0,Court,O
4.0,in,O
4.0,WP(C),O
4.0,No.,O
4.0,"2721/2001,directing",O
4.0,the,O
4.0,competent,B-ORGANIZATION
4.0,authority,I-ORGANIZATION
4.0,to,O
4.0,appoint,O
4.0,the,O
4.0,opposite,O
4.0,party/respondent,O
4.0,No.,O
4.0,4,O
4.0,and/or,O
4.0,pass,O
4.0,necessary,O
4.0,orders,O
4.0,for,O
4.0,the,O
4.0,regularization,O
4.0,of,O
4.0,his,O
4.0,services,O
4.0,in,O
4.0,the,O
4.0,light,O
4.0,of,O
4.0,the,O
4.0,order,B-DOCUMENT
4.0,dated,O
4.0,07.12.1999,B-DATE
4.0,(Annexure,O
4.0,B,O
4.0,to,O
4.0,the,O
4.0,writ,O
4.0,petition).,B-DOCUMENT
4.0,I,O
4.0,have,O
4.0,heard,O
4.0,Mr.,O
4.0,D,O
4.0,"Das,",O
4.0,learned,O
4.0,Standing,O
4.0,"Counsel,",O
4.0,Bodoland,O
4.0,Territorial,O
4.0,Council,O
4.0,and,O
4.0,Mr.,O
4.0,A,O
4.0,"Deka,",O
4.0,learned,O
4.0,Standing,O
4.0,"Counsel,",O
4.0,Education,B-ORGANIZATION
4.0,Department,I-ORGANIZATION
4.0,for,O
4.0,opposite,O
4.0,party,O
4.0,No.,O
4.0,"1,",O
4.0,2,O
4.0,&,O
4.0,3.,O
4.0,Also,O
4.0,heard,O
4.0,Mr.,O
4.0,KP,O
4.0,"Sarma,",O
4.0,Senior,O
4.0,Advocate,B-DESIGNATION
4.0,for,O
4.0,the,O
4.0,opposite,O
4.0,party,O
4.0,No.,O
4.0,4/writ,O
4.0,petitioner.,B-LEGAL_ROLE
,,O
5.0,The,O
5.0,respondent,B-DESIGNATION
5.0,No.,B-PERSON
5.0,1,I-PERSON
5.0,in,O
5.0,this,O
5.0,appeal,B-DOCUMENT
5.0,filed,O
5.0,the,O
5.0,writ,B-DOCUMENT
5.0,petition,B-DOCUMENT
5.0,being,O
5.0,W.P(C),B-DOCUMENT
5.0,No.,I-DOCUMENT
5.0,1687,I-DOCUMENT
5.0,of,I-DOCUMENT
5.0,2012,I-DOCUMENT
5.0,challenging,O
5.0,the,O
5.0,notice,B-DOCUMENT
5.0,dated,O
5.0,28.02.2011,B-DATE
5.0,issued,O
5.0,by,O
5.0,the,O
5.0,Secretary,O
5.0,and,O
5.0,the,O
5.0,Executive,O
5.0,"Officer,",O
5.0,Assam,B-ORGANIZATION
5.0,Anchalik,I-ORGANIZATION
5.0,Panchayat,I-ORGANIZATION
5.0,for,O
5.0,convening,O
5.0,the,O
5.0,special,O
5.0,meeting,O
5.0,of,O
5.0,Boalipar,B-ORGANIZATION
5.0,Gaon,I-ORGANIZATION
5.0,Panchayat,I-ORGANIZATION
5.0,on,O
5.0,04.03.2011,B-DATE
5.0,for,O
5.0,discussing,O
5.0,the,O
5.0,no,O
5.0,confidence,O
5.0,motion,O
5.0,against,O
5.0,the,O
5.0,President,O
5.0,of,O
5.0,the,O
5.0,said,O
5.0,Gaon,O
5.0,Panchayat.,O
5.0,Pursuant,O
5.0,to,O
5.0,the,O
5.0,said,O
5.0,notice,B-DOCUMENT
5.0,dated,O
5.0,28.02.2011,B-DATE
5.0,the,O
5.0,special,O
5.0,meeting,O
5.0,adopted,O
5.0,the,O
5.0,resolution,O
5.0,of,O
5.0,no,O
5.0,confidence,O
5.0,against,O
5.0,the,O
5.0,President,O
5.0,of,O
5.0,the,O
5.0,said,O
5.0,Gaon,O
5.0,Panchayat.,O
,,O
6.0,work,O
6.0,executed,O
6.0,by,O
6.0,the,O
6.0,petitioner,B-DESIGNATION
6.0,in,O
6.0,relation,O
6.0,to,O
6.0,the,O
6.0,work,O
6.0,contract,O
6.0,entered,O
6.0,with,O
6.0,the,O
6.0,respondent,B-DESIGNATION
6.0,(Railways).,O
6.0,On,O
6.0,such,O
6.0,application,B-DOCUMENT
6.0,being,O
6.0,"filed,",O
6.0,the,O
6.0,appropriate,B-ORGANIZATION
6.0,authority,I-ORGANIZATION
6.0,will,O
6.0,decide,O
6.0,the,O
6.0,application,B-DOCUMENT
6.0,in,O
6.0,accordance,O
6.0,with,O
6.0,the,O
6.0,provisions,O
6.0,of,O
6.0,the,O
6.0,Act,B-LAW
6.0,keeping,O
6.0,in,O
6.0,view,O
6.0,the,O
6.0,facts,O
6.0,pleaded,O
6.0,by,O
6.0,the,O
6.0,petitioner,B-DESIGNATION
6.0,in,O
6.0,their,O
6.0,application,B-DOCUMENT
6.0,and,O
6.0,may,B-DATE
6.0,consider,O
6.0,to,O
6.0,grant,O
6.0,certificate,O
6.0,or/and,O
6.0,"reject,",O
6.0,as,O
6.0,the,O
6.0,case,B-CASE_NUMBER
6.0,may,B-DATE
6.0,"be,",O
6.0,after,O
6.0,affording,O
6.0,an,O
6.0,opportunity,O
6.0,to,O
6.0,the,O
6.0,petitioner,B-DESIGNATION
6.0,of,O
6.0,hearing.,O
6.0,Indeed,O
6.0,when,O
6.0,the,O
6.0,remedy,O
6.0,of,O
6.0,filing,O
6.0,an,O
6.0,application,B-DOCUMENT
6.0,is,O
6.0,provided,O
6.0,under,O
6.0,Section,B-SECTION
6.0,47,I-SECTION
6.0,ibid,I-SECTION
6.0,to,I-SECTION
6.0,a,I-SECTION
6.0,"dealer,",I-SECTION
6.0,then,I-SECTION
6.0,it,I-SECTION
6.0,is,I-SECTION
6.0,this,I-SECTION
6.0,statutory,I-SECTION
6.0,remedy,I-SECTION
6.0,which,I-SECTION
6.0,must,I-SECTION
6.0,be,I-SECTION
6.0,resorted,I-SECTION
6.0,to,I-SECTION
6.0,by,I-SECTION
6.0,the,I-SECTION
6.0,dealer,I-SECTION
6.0,in,I-SECTION
6.0,order,I-SECTION
6.0,to,I-SECTION
6.0,resolve,I-SECTION
6.0,the,I-SECTION
6.0,dispute,I-SECTION
6.0,of,I-SECTION
6.0,the,I-SECTION
6.0,nature,I-SECTION
6.0,raised,I-SECTION
6.0,herein,I-SECTION
6.0,rather,I-SECTION
6.0,than,I-SECTION
6.0,to,I-SECTION
6.0,take,I-SECTION
6.0,recourse,I-SECTION
6.0,to,I-SECTION
6.0,the,I-SECTION
6.0,extra,I-SECTION
6.0,ordinary,I-SECTION
6.0,remedy,I-SECTION
6.0,of,I-SECTION
6.0,writ,I-SECTION
6.0,petition,B-DOCUMENT
6.0,under,B-SECTION
6.0,Article,B-SECTION
6.0,226,I-SECTION
6.0,of,I-SECTION
6.0,the,I-SECTION
6.0,Constitution,B-LAW
6.0,in,B-SECTION
6.0,the,I-SECTION
6.0,High,I-SECTION
6.0,Court.,I-SECTION
6.0,Indeed,I-SECTION
6.0,Mr.,I-SECTION
6.0,S.,I-SECTION
6.0,"Saikia,",I-SECTION
6.0,learned,I-SECTION
6.0,Standing,I-SECTION
6.0,"Counsel,",I-SECTION
6.0,Finance,I-SECTION
6.0,"Department,",I-SECTION
6.0,who,I-SECTION
6.0,appeared,I-SECTION
6.0,on,I-SECTION
6.0,behalf,I-SECTION
6.0,of,I-SECTION
6.0,the,I-SECTION
6.0,State,I-SECTION
6.0,on,I-SECTION
6.0,advance,I-SECTION
6.0,notice,I-SECTION
6.0,did,I-SECTION
6.0,not,I-SECTION
6.0,dispute,I-SECTION
6.0,this,I-SECTION
6.0,legal,I-SECTION
6.0,proposition,I-SECTION
6.0,arising,I-SECTION
6.0,in,I-SECTION
6.0,the,I-SECTION
6.0,"case,",I-SECTION
6.0,so,I-SECTION
6.0,also,I-SECTION
6.0,the,I-SECTION
6.0,learned,I-SECTION
6.0,counsel,I-SECTION
6.0,appearing,I-SECTION
6.0,for,I-SECTION
6.0,the,I-SECTION
6.0,petitioner.,I-SECTION
6.0,In,I-SECTION
6.0,the,I-SECTION
6.0,light,I-SECTION
6.0,of,I-SECTION
6.0,this,I-SECTION
6.0,limited,I-SECTION
6.0,"discussion,",I-SECTION
6.0,we,I-SECTION
6.0,are,I-SECTION
6.0,not,I-SECTION
6.0,inclined,I-SECTION
6.0,to,I-SECTION
6.0,entertain,I-SECTION
6.0,the,I-SECTION
6.0,writ,I-SECTION
6.0,petition,B-DOCUMENT
6.0,for,B-SECTION
6.0,deciding,I-SECTION
6.0,the,I-SECTION
6.0,controversy,I-SECTION
6.0,on,I-SECTION
6.0,merits,I-SECTION
6.0,and,I-SECTION
6.0,grant,I-SECTION
6.0,liberty,I-SECTION
6.0,to,I-SECTION
6.0,the,I-SECTION
6.0,petitioner,B-DESIGNATION
6.0,to,B-SECTION
6.0,take,I-SECTION
6.0,recourse,I-SECTION
6.0,to,I-SECTION
6.0,the,I-SECTION
6.0,remedy,I-SECTION
6.0,available,I-SECTION
6.0,to,I-SECTION
6.0,them,I-SECTION
6.0,under,I-SECTION
6.0,Section,B-SECTION
6.0,47(b)(i),I-SECTION
6.0,of,I-SECTION
6.0,the,I-SECTION
6.0,Act,I-SECTION
6.0,as,I-SECTION
6.0,mentioned,I-SECTION
6.0,above.,I-SECTION
6.0,In,I-SECTION
6.0,"case,",I-SECTION
6.0,if,I-SECTION
6.0,an,I-SECTION
6.0,application,I-SECTION
6.0,is,I-SECTION
6.0,made,I-SECTION
6.0,by,I-SECTION
6.0,the,I-SECTION
6.0,petitioner,B-DESIGNATION
6.0,to,B-SECTION
6.0,the,I-SECTION
6.0,prescribed,I-SECTION
6.0,authority,I-SECTION
6.0,under,I-SECTION
6.0,the,I-SECTION
6.0,"Act,",I-SECTION
6.0,then,I-SECTION
6.0,the,I-SECTION
6.0,prescribed,I-SECTION
,,O
7.0,Respondent,B-DESIGNATION
7.0,herein,O
7.0,as,O
7.0,the,O
7.0,writ,O
7.0,petitioner,B-DESIGNATION
7.0,had,O
7.0,filed,O
7.0,the,O
7.0,related,O
7.0,writ,B-DOCUMENT
7.0,petition,B-DOCUMENT
7.0,challenging,O
7.0,the,O
7.0,order,B-DOCUMENT
7.0,dated,O
7.0,11-08-2010,B-DATE
7.0,passed,O
7.0,by,O
7.0,the,O
7.0,Commissioner,B-PERSON
7.0,of,O
7.0,"Taxes,",O
7.0,Assam,B-LOCATION
7.0,(Commissioner),B-LEGAL_ROLE
7.0,under,O
7.0,section,B-SECTION
7.0,105,I-SECTION
7.0,of,I-SECTION
7.0,the,I-SECTION
7.0,Assam,I-SECTION
7.0,Value,I-SECTION
7.0,Added,I-SECTION
7.0,Tax,I-SECTION
7.0,"Act,",I-SECTION
7.0,2003,I-SECTION
7.0,(Act),I-SECTION
7.0,on,I-SECTION
7.0,a,I-SECTION
7.0,petition,B-DOCUMENT
7.0,filed,B-SECTION
7.0,by,I-SECTION
7.0,the,I-SECTION
7.0,Superintendent,I-SECTION
7.0,of,I-SECTION
7.0,"Taxes,",I-SECTION
7.0,"Guwahati,",I-SECTION
7.0,Unit-B,I-SECTION
7.0,seeking,I-SECTION
7.0,clarification,I-SECTION
7.0,on,I-SECTION
7.0,the,I-SECTION
7.0,rate,I-SECTION
7.0,of,I-SECTION
7.0,tax,I-SECTION
7.0,on,I-SECTION
7.0,"\""Ujala",O
7.0,"Supreme\""",O
7.0,manufactured,O
7.0,by,O
7.0,the,O
7.0,petitioner.,B-LEGAL_ROLE
7.0,Case,B-CASE_NUMBER
7.0,as,O
7.0,projected,O
7.0,in,O
7.0,the,O
7.0,writ,O
7.0,petition,B-DOCUMENT
7.0,is,O
7.0,that,O
7.0,respondent,B-DESIGNATION
7.0,is,O
7.0,engaged,O
7.0,in,O
7.0,the,O
7.0,business,O
7.0,of,O
7.0,making,O
7.0,and,O
7.0,selling,O
7.0,of,O
7.0,"\""Ujala",O
7.0,"Supreme\""",O
7.0,"(product),",O
7.0,which,O
7.0,is,O
7.0,the,O
7.0,brand,O
7.0,name,O
7.0,for,O
7.0,diluted,O
7.0,Acid,O
7.0,Violate,O
7.0,Paste,O
7.0,(AVP).,O
7.0,It,O
7.0,is,O
7.0,a,O
7.0,dealer,O
7.0,under,O
7.0,the,O
7.0,Act,B-LAW
7.0,and,O
7.0,has,O
7.0,been,O
7.0,filing,O
7.0,returns,O
7.0,for,O
7.0,the,O
7.0,product,O
7.0,in,O
7.0,accordance,O
7.0,with,O
7.0,the,O
7.0,provisions,O
7.0,of,O
7.0,the,O
7.0,Act,O
7.0,and,O
7.0,the,O
7.0,Rules,O
7.0,framed,O
7.0,thereunder,O
7.0,by,O
7.0,classifying,O
7.0,it,O
7.0,under,O
7.0,HSN,O
7.0,Code,O
7.0,No.3204,O
7.0,12,O
7.0,"94,",O
7.0,paying,O
7.0,value,O
7.0,added,O
7.0,tax,O
7.0,(VAT),O
7.0,@4%,O
7.0,in,O
7.0,terms,O
7.0,of,O
7.0,part-C,O
7.0,of,O
7.0,second,O
7.0,schedule,O
7.0,to,O
7.0,the,O
7.0,Act,O
7.0,and,O
7.0,in,O
7.0,turn,O
7.0,collecting,O
7.0,the,O
7.0,said,O
7.0,amount,O
7.0,from,O
7.0,its,O
7.0,consumers.,O
,,O
8.0,The,B-ORGANIZATION
8.0,petitioner–village,I-ORGANIZATION
8.0,council,I-ORGANIZATION
8.0,is,O
8.0,challenging,O
8.0,the,O
8.0,order,B-DOCUMENT
8.0,dated,O
8.0,20.11.2009,B-DATE
8.0,passed,O
8.0,by,O
8.0,the,O
8.0,Respondent,B-DESIGNATION
8.0,"No.3,",O
8.0,SDO(Civil),B-COURT
8.0,Sechu-zubza,I-COURT
8.0,under,O
8.0,Kohima,O
8.0,"District,",O
8.0,whereby,O
8.0,a,O
8.0,collective,O
8.0,fine,O
8.0,of,O
8.0,Rs.1,O
8.0,lac,O
8.0,has,O
8.0,been,O
8.0,imposed,O
8.0,on,O
8.0,the,O
8.0,petitioner-village,O
8.0,for,O
8.0,alleged,O
8.0,willful,O
8.0,damage,O
8.0,and,O
8.0,destruction,O
8.0,of,O
8.0,various,B-PROPERTY
8.0,properties,I-PROPERTY
8.0,belonging,O
8.0,to,O
8.0,Respondent,B-DESIGNATION
8.0,"No.4,",O
8.0,Sechuma,B-ORGANIZATION
8.0,Village,I-ORGANIZATION
8.0,Council,I-ORGANIZATION
8.0,with,O
8.0,direction,O
8.0,to,O
8.0,deposit,O
8.0,the,O
8.0,said,O
8.0,amount,O
8.0,on,O
8.0,or,O
8.0,before,O
8.0,18.12.2009,B-DATE
8.0,and,O
8.0,in,O
8.0,"default,",O
8.0,the,O
8.0,amount,O
8.0,shall,O
8.0,be,O
8.0,deducted,O
8.0,from,O
8.0,the,O
8.0,VDB,O
8.0,grant-in-aid,O
8.0,fund,O
8.0,of,O
8.0,the,O
8.0,petitioner,B-DESIGNATION
8.0,village,O
8.0,to,O
8.0,be,O
8.0,realised,O
8.0,through,O
8.0,the,O
8.0,Project,O
8.0,"Director,",O
8.0,"DRDA,",O
8.0,Kohima.,O
,,O
9.0,The,O
9.0,writ,B-DOCUMENT
9.0,petitions,I-DOCUMENT
9.0,were,O
9.0,admitted,O
9.0,for,O
9.0,hearing,O
9.0,by,O
9.0,order,B-DOCUMENT
9.0,dated,O
9.0,29.08.2011,B-DATE
9.0,and,O
9.0,recording,O
9.0,the,O
9.0,statements,O
9.0,made,O
9.0,by,O
9.0,the,O
9.0,learned,B-PERSON
9.0,counsel,I-PERSON
9.0,for,O
9.0,the,O
9.0,respondent,B-DESIGNATION
9.0,No.,O
9.0,8,O
9.0,that,O
9.0,the,B-DOCUMENT
9.0,writ,I-DOCUMENT
9.0,petitions,I-DOCUMENT
9.0,are,O
9.0,not,O
9.0,"maintainable,",O
9.0,irrespective,O
9.0,of,O
9.0,admission,O
9.0,of,O
9.0,the,O
9.0,same,O
9.0,for,O
9.0,"hearing,",O
9.0,the,O
9.0,question,O
9.0,of,O
9.0,maintainability,O
9.0,of,O
9.0,the,O
9.0,writ,O
9.0,petitions,O
9.0,was,O
9.0,kept,O
9.0,open.,O
9.0,During,O
9.0,the,O
9.0,course,O
9.0,of,O
9.0,hearing,O
9.0,of,O
9.0,the,O
9.0,writ,O
9.0,petitions,O
9.0,learned,B-PERSON
9.0,counsel,I-PERSON
9.0,for,I-PERSON
9.0,the,I-PERSON
9.0,respondents,I-PERSON
9.0,submitted,O
9.0,that,O
9.0,in,O
9.0,view,O
9.0,of,O
9.0,the,O
