id,token,bio_tag
2.0,title,O
2.0,and,O
2.0,interest,O
2.0,in,O
2.0,respect,O
2.0,of,O
2.0,the,O
2.0,suit,O
2.0,land,O
2.0,described,O
2.0,in,O
2.0,Schedule,B-Document
2.0,A,I-Document
2.0,of,O
2.0,the,O
2.0,"plaint,",O
2.0,and,O
2.0,for,O
2.0,khas,O
2.0,possession,O
2.0,of,O
2.0,the,O
2.0,suit,O
2.0,land,O
2.0,by,O
2.0,evicting,O
2.0,the,O
2.0,principal,O
2.0,defendants,O
2.0,along,O
2.0,with,O
2.0,other,O
2.0,members,O
2.0,of,O
2.0,their,O
2.0,families,O
2.0,etc.,O
,,O
3.0,Sri,O
3.0,"Roy,",O
3.0,learned,O
3.0,counsel,O
3.0,for,O
3.0,the,O
3.0,petitioner,O
3.0,submitted,O
3.0,that,O
3.0,the,O
3.0,respondent/defendant,O
3.0,"No.4,",O
3.0,M/s,O
3.0,Ganesh,O
3.0,Plantations,O
3.0,Pvt.,O
3.0,Ltd,O
3.0,had,O
3.0,already,O
3.0,appeared,O
3.0,in,O
3.0,the,O
3.0,suit,O
3.0,through,O
3.0,a,O
3.0,lawyer,O
3.0,and,O
3.0,no,O
3.0,written,B-Document
3.0,statement,I-Document
3.0,was,O
3.0,"filed,",O
3.0,despite,O
3.0,taking,O
3.0,adjournments.,O
3.0,"Suddenly,",O
3.0,after,O
3.0,more,O
3.0,than,O
3.0,four,O
3.0,years,O
3.0,of,O
3.0,filing,O
3.0,of,O
3.0,the,O
3.0,"suit,",O
3.0,the,O
3.0,respondent,O
3.0,No.10(not,O
3.0,a,O
3.0,party,O
3.0,in,O
3.0,the,O
3.0,suit),O
3.0,filed,O
3.0,a,O
3.0,petition,O
3.0,under,O
3.0,Section,B-SECTION
3.0,151,I-SECTION
3.0,of,O
3.0,the,O
3.0,Code,B-Law
3.0,of,I-Law
3.0,Civil,I-Law
3.0,Procedure,I-Law
3.0,representing,O
3.0,himself,O
3.0,as,O
3.0,the,O
3.0,Director-cum-Executive,O
3.0,Officer,O
3.0,of,O
3.0,defendant,O
3.0,No.4,O
3.0,and,O
3.0,prayed,O
3.0,for,O
3.0,allowing,O
3.0,the,O
3.0,said,O
3.0,defendant,O
3.0,to,O
3.0,submit,O
3.0,their,O
3.0,written,O
3.0,statement,O
3.0,and,O
3.0,to,O
3.0,contest,O
3.0,the,O
3.0,suit.,O
3.0,According,O
3.0,to,O
3.0,the,O
3.0,learned,O
3.0,"counsel,",O
3.0,the,O
3.0,respondent,B-Person
3.0,No.10,I-Person
3.0,was,O
3.0,not,O
3.0,impleaded,O
3.0,in,O
3.0,the,O
3.0,suit,O
3.0,by,O
3.0,name,O
3.0,nor,O
3.0,he,O
3.0,had,O
3.0,authority,O
3.0,to,O
3.0,file,O
3.0,the,O
3.0,objection,O
3.0,since,O
3.0,the,O
3.0,defendant,O
3.0,No.4,O
3.0,was,O
3.0,already,O
3.0,represented,O
3.0,by,O
3.0,its,O
3.0,Director.,O
,,O
4.0,The,O
4.0,Bodoland,O
4.0,Territorial,O
4.0,Council,O
4.0,(for,O
4.0,short,O
4.0,hereafter,O
4.0,referred,O
4.0,to,O
4.0,as,O
4.0,the,O
4.0,Council),O
4.0,by,O
4.0,the,O
4.0,instant,O
4.0,application,O
4.0,seeks,O
4.0,a,O
4.0,review,O
4.0,of,O
4.0,the,O
4.0,order,O
4.0,dated,O
4.0,"20.09.2002,",O
4.0,passed,O
4.0,by,O
4.0,this,B-Court
4.0,Court,I-Court
4.0,in,O
4.0,WP(C),O
4.0,No.,O
4.0,"2721/2001,directing",O
4.0,the,O
4.0,competent,O
4.0,authority,O
4.0,to,O
4.0,appoint,O
4.0,the,O
4.0,opposite,O
4.0,party/respondent,O
4.0,No.,O
4.0,4,O
4.0,and/or,O
4.0,pass,O
4.0,necessary,O
4.0,orders,O
4.0,for,O
4.0,the,O
4.0,regularization,O
4.0,of,O
4.0,his,O
4.0,services,O
4.0,in,O
4.0,the,O
4.0,light,O
4.0,of,O
4.0,the,O
4.0,order,O
4.0,dated,O
4.0,07.12.1999,B-DATE
4.0,(Annexure,O
4.0,B,O
4.0,to,O
4.0,the,O
4.0,writ,O
4.0,petition).,O
4.0,I,O
4.0,have,O
4.0,heard,O
4.0,Mr.,O
4.0,D,O
4.0,"Das,",O
4.0,learned,O
4.0,Standing,O
4.0,"Counsel,",O
4.0,Bodoland,O
4.0,Territorial,O
4.0,Council,O
4.0,and,O
4.0,Mr.,O
4.0,A,O
4.0,"Deka,",O
4.0,learned,O
4.0,Standing,O
4.0,"Counsel,",O
4.0,Education,O
4.0,Department,O
4.0,for,O
4.0,opposite,O
4.0,party,O
4.0,No.,O
4.0,"1,",O
4.0,2,O
4.0,&,O
4.0,3.,O
4.0,Also,O
4.0,heard,O
4.0,Mr.,O
4.0,KP,O
4.0,"Sarma,",O
4.0,Senior,O
4.0,Advocate,O
4.0,for,O
4.0,the,O
4.0,opposite,O
4.0,party,O
4.0,No.,O
4.0,4/writ,O
4.0,petitioner.,O
,,O
5.0,The,B-Person
5.0,respondent,I-Person
5.0,No.,I-Person
5.0,1,I-Person
5.0,in,O
5.0,this,O
5.0,appeal,O
5.0,filed,O
5.0,the,O
5.0,writ,O
5.0,petition,O
5.0,being,O
5.0,W.P(C),O
5.0,No.,O
5.0,1687,O
5.0,of,O
5.0,2012,O
5.0,challenging,O
5.0,the,O
5.0,notice,O
5.0,dated,O
5.0,28.02.2011,B-DATE
5.0,issued,O
5.0,by,O
5.0,the,O
5.0,Secretary,O
5.0,and,O
5.0,the,O
5.0,Executive,O
5.0,"Officer,",O
5.0,Assam,O
5.0,Anchalik,O
5.0,Panchayat,O
5.0,for,O
5.0,convening,O
5.0,the,O
5.0,special,O
5.0,meeting,O
5.0,of,O
5.0,Boalipar,O
5.0,Gaon,O
5.0,Panchayat,O
5.0,on,O
5.0,04.03.2011,B-DATE
5.0,for,O
5.0,discussing,O
5.0,the,O
5.0,no,O
5.0,confidence,O
5.0,motion,O
5.0,against,O
5.0,the,O
5.0,President,O
5.0,of,O
5.0,the,O
5.0,said,O
5.0,Gaon,O
5.0,Panchayat.,O
5.0,Pursuant,O
5.0,to,O
5.0,the,O
5.0,said,O
5.0,notice,O
5.0,dated,O
5.0,28.02.2011,B-DATE
5.0,the,O
5.0,special,O
5.0,meeting,O
5.0,adopted,O
5.0,the,O
5.0,resolution,O
5.0,of,O
5.0,no,O
5.0,confidence,O
5.0,against,O
5.0,the,O
5.0,President,O
5.0,of,O
5.0,the,O
5.0,said,O
5.0,Gaon,O
5.0,Panchayat.,O
,,O
6.0,work,O
6.0,executed,O
6.0,by,O
6.0,the,O
6.0,petitioner,B-Person
6.0,in,O
6.0,relation,O
6.0,to,O
6.0,the,O
6.0,work,O
6.0,contract,O
6.0,entered,O
6.0,with,O
6.0,the,O
6.0,respondent,O
6.0,(Railways).,O
6.0,On,O
6.0,such,O
6.0,application,O
6.0,being,O
6.0,"filed,",O
6.0,the,O
6.0,appropriate,O
6.0,authority,O
6.0,will,O
6.0,decide,O
6.0,the,O
6.0,application,O
6.0,in,O
6.0,accordance,O
6.0,with,O
6.0,the,O
6.0,provisions,O
6.0,of,O
6.0,the,O
6.0,Act,B-Law
6.0,keeping,O
6.0,in,O
6.0,view,O
6.0,the,O
6.0,facts,O
6.0,pleaded,O
6.0,by,O
6.0,the,O
6.0,petitioner,O
6.0,in,O
6.0,their,O
6.0,application,O
6.0,and,O
6.0,may,O
6.0,consider,O
6.0,to,O
6.0,grant,O
6.0,certificate,O
6.0,or/and,O
6.0,"reject,",O
6.0,as,O
6.0,the,O
6.0,case,O
6.0,may,O
6.0,"be,",O
6.0,after,O
6.0,affording,O
6.0,an,O
6.0,opportunity,O
6.0,to,O
6.0,the,O
6.0,petitioner,O
6.0,of,O
6.0,hearing.,O
6.0,Indeed,O
6.0,when,O
6.0,the,O
6.0,remedy,O
6.0,of,O
6.0,filing,O
6.0,an,O
6.0,application,O
6.0,is,O
6.0,provided,O
6.0,under,O
6.0,Section,B-SECTION
6.0,47,I-SECTION
6.0,ibid,O
6.0,to,O
6.0,a,O
6.0,"dealer,",O
6.0,then,O
6.0,it,O
6.0,is,O
6.0,this,O
6.0,statutory,O
6.0,remedy,O
6.0,which,O
6.0,must,O
6.0,be,O
6.0,resorted,O
6.0,to,O
6.0,by,O
6.0,the,O
6.0,dealer,O
6.0,in,O
6.0,order,O
6.0,to,O
6.0,resolve,O
6.0,the,O
6.0,dispute,O
6.0,of,O
6.0,the,O
6.0,nature,O
6.0,raised,O
6.0,herein,O
6.0,rather,O
6.0,than,O
6.0,to,O
6.0,take,O
6.0,recourse,O
6.0,to,O
6.0,the,O
6.0,extra,O
6.0,ordinary,O
6.0,remedy,O
6.0,of,O
6.0,writ,O
6.0,petition,O
6.0,under,O
6.0,Article,B-SECTION
6.0,226,I-SECTION
6.0,of,O
6.0,the,O
6.0,Constitution,B-Law
6.0,in,O
6.0,the,O
6.0,High,O
6.0,Court.,O
6.0,Indeed,O
6.0,Mr.,O
6.0,S.,O
6.0,"Saikia,",O
6.0,learned,O
6.0,Standing,O
6.0,"Counsel,",O
6.0,Finance,O
6.0,"Department,",O
6.0,who,O
6.0,appeared,O
6.0,on,O
6.0,behalf,O
6.0,of,O
6.0,the,O
6.0,State,O
6.0,on,O
6.0,advance,O
6.0,notice,O
6.0,did,O
6.0,not,O
6.0,dispute,O
6.0,this,O
6.0,legal,O
6.0,proposition,O
6.0,arising,O
6.0,in,O
6.0,the,O
6.0,"case,",O
6.0,so,O
6.0,also,O
6.0,the,O
6.0,learned,O
6.0,counsel,O
6.0,appearing,O
6.0,for,O
6.0,the,O
6.0,petitioner.,O
6.0,In,O
6.0,the,O
6.0,light,O
6.0,of,O
6.0,this,O
6.0,limited,O
6.0,"discussion,",O
6.0,we,O
6.0,are,O
6.0,not,O
6.0,inclined,O
6.0,to,O
6.0,entertain,O
6.0,the,O
6.0,writ,O
6.0,petition,O
6.0,for,O
6.0,deciding,O
6.0,the,O
6.0,controversy,O
6.0,on,O
6.0,merits,O
6.0,and,O
6.0,grant,O
6.0,liberty,O
6.0,to,O
6.0,the,O
6.0,petitioner,O
6.0,to,O
6.0,take,O
6.0,recourse,O
6.0,to,O
6.0,the,O
6.0,remedy,O
6.0,available,O
6.0,to,O
6.0,them,O
6.0,under,O
6.0,Section,B-SECTION
6.0,47(b)(i),O
6.0,of,O
6.0,the,O
6.0,Act,O
6.0,as,O
6.0,mentioned,O
6.0,above.,O
6.0,In,O
6.0,"case,",O
6.0,if,O
6.0,an,O
6.0,application,O
6.0,is,O
6.0,made,O
6.0,by,O
6.0,the,O
6.0,petitioner,O
6.0,to,O
6.0,the,O
6.0,prescribed,O
6.0,authority,O
6.0,under,O
6.0,the,O
6.0,"Act,",O
6.0,then,O
6.0,the,O
6.0,prescribed,O
,,O
7.0,Respondent,O
7.0,herein,O
7.0,as,O
7.0,the,O
7.0,writ,B-Person
7.0,petitioner,I-Person
7.0,had,O
7.0,filed,O
7.0,the,O
7.0,related,O
7.0,writ,B-Document
7.0,petition,I-Document
7.0,challenging,O
7.0,the,O
7.0,order,O
7.0,dated,O
7.0,11-08-2010,B-DATE
7.0,passed,O
7.0,by,O
7.0,the,O
7.0,Commissioner,B-Person
7.0,of,I-Person
7.0,"Taxes,",I-Person
7.0,Assam,I-Person
7.0,(Commissioner),O
7.0,under,O
7.0,section,B-SECTION
7.0,105,I-SECTION
7.0,of,O
7.0,the,O
7.0,Assam,O
7.0,Value,O
7.0,Added,O
7.0,Tax,O
7.0,"Act,",O
7.0,2003,O
7.0,(Act),O
7.0,on,O
7.0,a,O
7.0,petition,O
7.0,filed,O
7.0,by,O
7.0,the,O
7.0,Superintendent,B-Person
7.0,of,I-Person
7.0,"Taxes,",I-Person
7.0,"Guwahati,",I-Person
7.0,Unit-B,I-Person
7.0,seeking,O
7.0,clarification,O
7.0,on,O
7.0,the,O
7.0,rate,O
7.0,of,O
7.0,tax,O
7.0,on,O
7.0,"\""Ujala",O
7.0,"Supreme\""",O
7.0,manufactured,O
7.0,by,O
7.0,the,O
7.0,petitioner.,O
7.0,Case,O
7.0,as,O
7.0,projected,O
7.0,in,O
7.0,the,O
7.0,writ,O
7.0,petition,O
7.0,is,O
7.0,that,O
7.0,respondent,O
7.0,is,O
7.0,engaged,O
7.0,in,O
7.0,the,O
7.0,business,O
7.0,of,O
7.0,making,O
7.0,and,O
7.0,selling,O
7.0,of,O
7.0,"\""Ujala",O
7.0,"Supreme\""",O
7.0,"(product),",O
7.0,which,O
7.0,is,O
7.0,the,O
7.0,brand,O
7.0,name,O
7.0,for,O
7.0,diluted,O
7.0,Acid,O
7.0,Violate,O
7.0,Paste,O
7.0,(AVP).,O
7.0,It,O
7.0,is,O
7.0,a,O
7.0,dealer,O
7.0,under,O
7.0,the,O
7.0,Act,B-Law
7.0,and,O
7.0,has,O
7.0,been,O
7.0,filing,O
7.0,returns,O
7.0,for,O
7.0,the,O
7.0,product,O
7.0,in,O
7.0,accordance,O
7.0,with,O
7.0,the,O
7.0,provisions,O
7.0,of,O
7.0,the,O
7.0,Act,O
7.0,and,O
7.0,the,O
7.0,Rules,O
7.0,framed,O
7.0,thereunder,O
7.0,by,O
7.0,classifying,O
7.0,it,O
7.0,under,O
7.0,HSN,O
7.0,Code,O
7.0,No.3204,O
7.0,12,O
7.0,"94,",O
7.0,paying,O
7.0,value,O
7.0,added,O
7.0,tax,O
7.0,(VAT),O
7.0,@4%,O
7.0,in,O
7.0,terms,O
7.0,of,O
7.0,part-C,O
7.0,of,O
7.0,second,O
7.0,schedule,O
7.0,to,O
7.0,the,O
7.0,Act,O
7.0,and,O
7.0,in,O
7.0,turn,O
7.0,collecting,O
7.0,the,O
7.0,said,O
7.0,amount,O
7.0,from,O
7.0,its,O
7.0,consumers.,O
,,O
8.0,The,O
8.0,petitioner–village,O
8.0,council,O
8.0,is,O
8.0,challenging,O
8.0,the,O
8.0,order,O
8.0,dated,O
8.0,20.11.2009,B-DATE
8.0,passed,O
8.0,by,O
8.0,the,O
8.0,Respondent,O
8.0,"No.3,",O
8.0,SDO(Civil),O
8.0,Sechu-zubza,O
8.0,under,O
8.0,Kohima,O
8.0,"District,",O
8.0,whereby,O
8.0,a,O
8.0,collective,O
8.0,fine,O
8.0,of,O
8.0,Rs.1,O
8.0,lac,O
8.0,has,O
8.0,been,O
8.0,imposed,O
8.0,on,O
8.0,the,O
8.0,petitioner-village,O
8.0,for,O
8.0,alleged,O
8.0,willful,O
8.0,damage,O
8.0,and,O
8.0,destruction,O
8.0,of,O
8.0,various,O
8.0,properties,O
8.0,belonging,O
8.0,to,O
8.0,Respondent,O
8.0,"No.4,",O
8.0,Sechuma,O
8.0,Village,O
8.0,Council,O
8.0,with,O
8.0,direction,O
8.0,to,O
8.0,deposit,O
8.0,the,O
8.0,said,O
8.0,amount,O
8.0,on,O
8.0,or,O
8.0,before,O
8.0,18.12.2009,B-DATE
8.0,and,O
8.0,in,O
8.0,"default,",O
8.0,the,O
8.0,amount,O
8.0,shall,O
8.0,be,O
8.0,deducted,O
8.0,from,O
8.0,the,O
8.0,VDB,O
8.0,grant-in-aid,O
8.0,fund,O
8.0,of,O
8.0,the,O
8.0,petitioner,O
8.0,village,O
8.0,to,O
8.0,be,O
8.0,realised,O
8.0,through,O
8.0,the,O
8.0,Project,O
8.0,"Director,",O
8.0,"DRDA,",O
8.0,Kohima.,O
,,O
9.0,The,O
9.0,writ,B-Document
9.0,petitions,I-Document
9.0,were,O
9.0,admitted,O
9.0,for,O
9.0,hearing,O
9.0,by,O
9.0,order,O
9.0,dated,O
9.0,29.08.2011,B-DATE
9.0,and,O
9.0,recording,O
9.0,the,O
9.0,statements,O
9.0,made,O
9.0,by,O
9.0,the,O
9.0,learned,B-Person
9.0,counsel,I-Person
9.0,for,I-Person
9.0,the,I-Person
9.0,respondent,I-Person
9.0,No.,I-Person
9.0,8,I-Person
9.0,that,O
9.0,the,B-Document
9.0,writ,I-Document
9.0,petitions,I-Document
9.0,are,O
9.0,not,O
9.0,"maintainable,",O
9.0,irrespective,O
9.0,of,O
9.0,admission,O
9.0,of,O
9.0,the,O
9.0,same,O
9.0,for,O
9.0,"hearing,",O
9.0,the,O
9.0,question,O
9.0,of,O
9.0,maintainability,O
9.0,of,O
9.0,the,O
9.0,writ,O
9.0,petitions,O
9.0,was,O
9.0,kept,O
9.0,open.,O
9.0,During,O
9.0,the,O
9.0,course,O
9.0,of,O
9.0,hearing,O
9.0,of,O
9.0,the,O
9.0,writ,O
9.0,petitions,O
9.0,learned,B-Person
9.0,counsel,I-Person
9.0,for,I-Person
9.0,the,I-Person
9.0,respondents,I-Person
9.0,submitted,O
9.0,that,O
9.0,in,O
9.0,view,O
9.0,of,O
9.0,the,O
9.0,earlier,O
9.0,writ,O
9.0,proceedings,O
9.0,with,O
9.0,the,O
9.0,finality,O
9.0,to,O
9.0,the,O
9.0,same,O
9.0,even,O
9.0,at,O
9.0,the,O
9.0,level,O
9.0,of,O
9.0,the,O
9.0,Apex,O
9.0,"Court,",O
9.0,the,O
9.0,petitioners,O
9.0,are,O
9.0,precluded,O
9.0,from,O
9.0,re-agitating,O
9.0,their,O
9.0,grievance,O
9.0,in,O
9.0,the,O
9.0,form,O
9.0,of,O
9.0,present,O
9.0,two,O
9.0,writ,O
9.0,petitions.,O
9.0,According,O
9.0,to,O
9.0,"them,",O
9.0,the,O
9.0,writ,O
9.0,petitions,O
9.0,are,O
9.0,misconceived,O
9.0,and,O
9.0,clearly,O
9.0,barred,O
9.0,by,O
9.0,the,O
9.0,principles,O
9.0,of,O
9.0,resjudicata,O
9.0,and/or,O
9.0,constructive,O
9.0,res-judicata.,O
,,O
10.0,The,O
10.0,University,O
10.0,Grants,O
10.0,Commission,O
10.0,(UGC),O
10.0,had,O
10.0,framed,O
10.0,UGC,O
10.0,(Minimum,O
10.0,Qualifications,O
10.0,Required,O
10.0,for,O
10.0,the,O
10.0,Appointment,O
10.0,and,O
10.0,Career,O
10.0,Advancement,O
10.0,of,O
10.0,Teachers,O
10.0,in,O
10.0,Universities,O
10.0,and,O
10.0,Institutions,O
10.0,Affiliated,O
10.0,to,O
10.0,it),O
10.0,"Regulation,",O
10.0,2000.,O
10.0,This,O
10.0,Regulation,B-Document
10.0,was,O
10.0,subjected,O
10.0,to,O
10.0,a,O
10.0,number,O
10.0,of,O
10.0,amendments.,O
10.0,In,O
10.0,the,O
10.0,original,O
10.0,2000,O
10.0,"Regulation,",O
10.0,it,O
10.0,was,O
10.0,provided,O
10.0,that,O
10.0,NET,O
10.0,shall,O
10.0,remain,O
10.0,the,O
10.0,compulsory,O
10.0,requirement,O
10.0,for,O
10.0,appointment,O
10.0,as,O
10.0,Lecturers,O
10.0,even,O
10.0,for,O
10.0,candidates,B-Person
10.0,having,O
10.0,Ph.D,O
10.0,Degree;,O
10.0,"however,",O
10.0,candidates,O
10.0,who,O
10.0,had,O
10.0,completed,O
10.0,M.Phil,O
10.0,Degree,O
10.0,or,O
10.0,had,O
10.0,submitted,O
10.0,Ph.D,O
10.0,thesis,O
10.0,upto,O
10.0,31.12.1993,B-DATE
10.0,were,O
10.0,exempted,O
10.0,from,O
10.0,appearing,O
10.0,in,O
10.0,the,O
10.0,NET,O
10.0,examination.,O
,,O
11.0,The,O
11.0,OA,B-Document
11.0,was,O
11.0,filed,O
11.0,by,O
11.0,the,O
11.0,respondent,B-Person
11.0,No.,I-Person
11.0,1,I-Person
11.0,Corporation,O
11.0,in,O
11.0,respect,O
11.0,of,O
11.0,the,O
11.0,loan,O
11.0,that,O
11.0,was,O
11.0,sanctioned,O
11.0,in,O
11.0,favour,O
11.0,of,O
11.0,the,O
11.0,respondent,B-Person
11.0,No.,I-Person
11.0,2,I-Person
11.0,who,O
11.0,was,O
11.0,the,O
11.0,defendant,B-Person
11.0,No.,I-Person
11.0,1,I-Person
11.0,in,O
11.0,the,O
11.0,OA.,O
11.0,It,O
11.0,was,O
11.0,held,O
11.0,by,O
11.0,the,O
11.0,Tribunal,B-Court
11.0,that,O
11.0,the,O
11.0,defendant,O
11.0,"No.1,",O
11.0,i.e.,O
11.0,the,O
11.0,respondent,O
11.0,No.,O
11.0,2,O
11.0,in,O
11.0,this,O
11.0,proceeding,O
11.0,after,O
11.0,availing,O
11.0,the,O
11.0,loan,O
11.0,stood,O
11.0,defaulter,O
11.0,and,O
11.0,accordingly,O
11.0,the,O
11.0,respondent/Corporation,O
11.0,as,O
11.0,the,O
11.0,applicant,O
11.0,was,O
11.0,entitled,O
11.0,to,O
11.0,get,O
11.0,a,O
11.0,certificate,O
11.0,to,O
11.0,recover,O
11.0,the,O
11.0,outstanding,O
11.0,dues,O
11.0,from,O
11.0,the,O
11.0,defendants.,O
11.0,The,O
11.0,defendants,O
11.0,were,O
11.0,held,O
11.0,jointly,O
11.0,and,O
11.0,severally,O
11.0,liable.,O
11.0,By,O
11.0,the,O
11.0,said,O
11.0,order,O
11.0,direction,O
11.0,was,O
11.0,issued,O
11.0,for,O
11.0,issuance,O
11.0,of,O
11.0,the,O
11.0,certificate,O
11.0,of,O
11.0,recovery,O
11.0,of,O
11.0,Rs.,O
11.0,"1,08,10,060.70",O
11.0,in,O
11.0,favour,O
11.0,of,O
11.0,respondent,O
11.0,No.,O
11.0,1,O
11.0,Corporation,O
11.0,with,O
11.0,interest,O
11.0,therein,O
11.0,@,O
11.0,10%,O
11.0,P.A.,O
11.0,from,O
11.0,the,O
11.0,date,O
11.0,of,O
11.0,filing,O
11.0,of,O
11.0,the,O
11.0,application.,O
,,O
12.0,The,O
12.0,pleaded,O
12.0,case,O
12.0,of,O
12.0,the,B-Person
12.0,petitioner,I-Person
12.0,sans,O
12.0,unnecessary,O
12.0,details,O
12.0,is,O
12.0,that,O
12.0,after,O
12.0,having,O
12.0,been,O
12.0,engaged,O
12.0,as,O
12.0,a,O
12.0,part,O
12.0,time,O
12.0,menial,O
